target,origin,weight
Guyana,Vietnam,1
Honduras,India,2
Honduras,Ivory Coast,1
Honduras,Jamaica,1
Honduras,Mexico,1
Honduras,Morocco,1
Honduras,New Zealand,1
Honduras,Nicaragua,1
Honduras,Pakistan,1
Honduras,Paraguay,1
Honduras,Romania,1
Honduras,Spain,4
Honduras,United States,4
Hungary,Iceland,1
Hungary,India,75
Hungary,Indonesia,2
Hungary,Iran,78
Hungary,Iraq,3
Hungary,Ireland,13
Hungary,Israel,30
Hungary,Italy,88
Hungary,Japan,68
Hungary,Jordan,15
Hungary,Kazakhstan,5
Hungary,Kenya,2
Hungary,Kuwait,3
Hungary,Latvia,1
Hungary,Lebanon,2
Hungary,Lithuania,7
Hungary,Luxembourg,3
Hungary,Malaysia,8
Hungary,Mali,1
Hungary,Malta,5
Hungary,Mexico,10
Hungary,Montenegro,1
Hungary,Morocco,2
Hungary,Mozambique,2
Hungary,Nepal,3
Hungary,Netherlands,63
Hungary,New Zealand,13
Hungary,Nigeria,3
Hungary,North Macedonia,1
Hungary,Norway,23
Hungary,Oman,1
Hungary,Pakistan,20
Hungary,Palestinian Territory,2
Hungary,Peru,1
Hungary,Philippines,1
Hungary,Poland,46
Hungary,Portugal,26
Hungary,Qatar,1
Hungary,Romania,102
Hungary,Russia,92
Hungary,Saudi Arabia,21
Hungary,Serbia,14
Hungary,Singapore,6
Hungary,Slovakia,76
Hungary,Slovenia,16
Hungary,South Africa,8
Hungary,South Korea,44
Hungary,Spain,51
Hungary,Sweden,45
Hungary,Switzerland,63
Hungary,Syria,3
Hungary,Taiwan,32
Hungary,Thailand,8
Hungary,Tunisia,1
Hungary,Turkey,24
Hungary,Ukraine,11
Hungary,United Arab Emirates,6
Hungary,United Kingdom,220
Hungary,United States,510
Hungary,Uzbekistan,3
Hungary,Vietnam,36
Hungary,Yemen,1
Hungary,Zimbabwe,1
Iceland,India,7
Iceland,Iran,7
Iceland,Iraq,3
Iceland,Ireland,1
Iceland,Italy,31
Iceland,Japan,5
Iceland,Mexico,1
Iceland,Morocco,1
Iceland,Netherlands,5
Iceland,New Zealand,1
Iceland,North Macedonia,2
Iceland,Norway,5
Iceland,Pakistan,1
Iceland,Poland,10
Iceland,Portugal,5
Iceland,Qatar,1
Iceland,Romania,13
Iceland,Russia,7
Iceland,Serbia,2
Iceland,Singapore,4
Iceland,Slovakia,3
Iceland,Slovenia,3
Iceland,South Africa,7
Iceland,Spain,21
Iceland,Sweden,13
Iceland,Switzerland,7
Iceland,Taiwan,12
Iceland,Turkey,4
Iceland,United Arab Emirates,1
Iceland,United Kingdom,23
Iceland,United States,59
India,Indonesia,38
India,Iran,422
India,Iraq,87
India,Ireland,115
India,Israel,96
India,Italy,528
India,Jamaica,7
India,Japan,598
India,Jordan,64
India,Kazakhstan,32
India,Kenya,12
India,Kosovo,1
India,Kuwait,43
India,Kyrgyzstan,1
India,Laos,1
India,Latvia,7
India,Lebanon,62
India,Libya,1
India,Lithuania,11
India,Luxembourg,4
India,Madagascar,1
India,Malawi,4
India,Malaysia,469
India,Mali,11
India,Malta,9
India,Mauritius,2
India,Mexico,86
India,Mongolia,2
India,Montenegro,1
India,Morocco,12
India,Mozambique,3
India,Myanmar,20
India,Namibia,1
India,Nepal,378
India,Netherlands,176
India,New Zealand,47
India,Nicaragua,1
India,Nigeria,80
India,North Macedonia,3
India,Norway,170
India,Oman,33
India,Pakistan,270
India,Palestinian Territory,2
India,Papua New Guinea,12
India,Peru,20
India,Philippines,28
India,Poland,193
India,Portugal,127
India,Qatar,51
India,Reunion,1
India,Romania,79
India,Russia,216
India,Rwanda,2
India,Saudi Arabia,773
India,Senegal,4
India,Serbia,45
India,Singapore,591
India,Slovakia,55
India,Slovenia,29
India,Somalia,1
India,South Africa,304
India,South Korea,821
India,Spain,310
India,Sri Lanka,29
India,Sudan,6
India,Svalbard and Jan Mayen,1
India,Sweden,163
India,Switzerland,218
India,Syria,12
India,Taiwan,291
India,Tanzania,9
India,Thailand,138
India,Timor Leste,1
India,Trinidad and Tobago,1
India,Tunisia,22
India,Turkey,156
India,Uganda,5
India,Ukraine,14
India,United Arab Emirates,174
India,United Kingdom,1389
India,United States,4272
India,Uruguay,5
India,Uzbekistan,2
India,Venezuela,4
India,Vietnam,265
India,Yemen,22
India,Zambia,5
India,Zimbabwe,9
Indonesia,Iran,14
Indonesia,Iraq,10
Indonesia,Ireland,5
Indonesia,Israel,3
Indonesia,Italy,8
Indonesia,Japan,285
Indonesia,Jordan,3
Indonesia,Kazakhstan,2
Indonesia,Kenya,4
Indonesia,Kuwait,2
Indonesia,Lebanon,1
Indonesia,Libya,1
Indonesia,Malaysia,386
Indonesia,Mauritius,2
Indonesia,Mexico,6
Indonesia,Montenegro,1
Indonesia,Morocco,2
Indonesia,Mozambique,1
Indonesia,Myanmar,5
Indonesia,Nepal,3
Indonesia,Netherlands,37
Indonesia,New Zealand,8
Indonesia,Nigeria,7
Indonesia,Norway,3
Indonesia,Oman,1
Indonesia,Pakistan,38
Indonesia,Palestinian Territory,4
Indonesia,Peru,3
Indonesia,Philippines,6
Indonesia,Poland,6
Indonesia,Portugal,5
Indonesia,Qatar,1
Indonesia,Romania,3
Indonesia,Russia,13
Indonesia,Saudi Arabia,61
Indonesia,Serbia,1
Indonesia,Singapore,29
Indonesia,Slovakia,1
Indonesia,South Africa,6
Indonesia,South Korea,53
Indonesia,Spain,21
Indonesia,Sri Lanka,20
Indonesia,Sudan,5
Indonesia,Sweden,8
Indonesia,Switzerland,13
Indonesia,Syria,1
Indonesia,Taiwan,148
Indonesia,Thailand,27
Indonesia,Tunisia,2
Indonesia,Turkey,7
Indonesia,Ukraine,1
Indonesia,United Arab Emirates,11
Indonesia,United Kingdom,106
Indonesia,United States,143
Indonesia,Vietnam,12
Indonesia,Yemen,2
Indonesia,Zambia,1
Iran,Iraq,135
Iran,Ireland,53
Iran,Israel,14
Iran,Italy,265
Iran,Jamaica,4
Iran,Japan,135
Iran,Jordan,28
Iran,Kazakhstan,19
Iran,Kenya,2
Iran,Kosovo,2
Iran,Kuwait,52
Iran,Kyrgyzstan,3
Iran,Latvia,1
Iran,Lebanon,6
Iran,Libya,2
Iran,Lithuania,19
Iran,Luxembourg,4
Iran,Malaysia,644
Iran,Mali,2
Iran,Malta,2
Iran,Mauritius,1
Iran,Mexico,40
Iran,Montenegro,6
Iran,Morocco,4
Iran,Myanmar,1
Iran,Nepal,12
Iran,Netherlands,186
Iran,New Zealand,49
Iran,Nicaragua,3
Iran,Nigeria,27
Iran,Norway,69
Iran,Oman,36
Iran,Pakistan,135
Iran,Palestinian Territory,21
Iran,Peru,2
Iran,Philippines,7
Iran,Poland,67
Iran,Portugal,63
Iran,Qatar,23
Iran,Romania,39
Iran,Russia,105
Iran,Saudi Arabia,116
Iran,Senegal,4
Iran,Serbia,47
Iran,Singapore,98
Iran,Slovakia,22
Iran,Slovenia,7
Iran,South Africa,263
Iran,South Korea,231
Iran,Spain,256
Iran,Sri Lanka,5
Iran,Sudan,2
Iran,Sweden,189
Iran,Switzerland,123
Iran,Syria,4
Iran,Taiwan,114
Iran,Thailand,28
Iran,Togo,1
Iran,Trinidad and Tobago,1
Iran,Tunisia,11
Iran,Turkey,274
Iran,Uganda,3
Iran,Ukraine,1
Iran,United Arab Emirates,58
Iran,United Kingdom,743
Iran,United States,1844
Iran,Vietnam,461
Iran,Yemen,6
Iran,Zimbabwe,2
Iraq,Ireland,4
Iraq,Italy,6
Iraq,Japan,6
Iraq,Jordan,26
Iraq,Kazakhstan,1
Iraq,Kuwait,13
Iraq,Lebanon,3
Iraq,Libya,1
Iraq,Lithuania,5
Iraq,Malaysia,297
Iraq,Mexico,1
Iraq,Mongolia,1
Iraq,Morocco,2
Iraq,Myanmar,29
Iraq,Nepal,1
Iraq,Netherlands,8
Iraq,New Zealand,5
Iraq,Nigeria,12
Iraq,Oman,16
Iraq,Pakistan,68
Iraq,Palestinian Territory,4
Iraq,Poland,16
Iraq,Portugal,4
Iraq,Qatar,3
Iraq,Romania,9
Iraq,Russia,28
Iraq,Saudi Arabia,81
Iraq,Serbia,7
Iraq,Singapore,1
Iraq,Slovakia,2
Iraq,South Africa,6
Iraq,South Korea,13
Iraq,Spain,16
Iraq,Sri Lanka,2
Iraq,Sudan,3
Iraq,Sweden,19
Iraq,Syria,3
Iraq,Taiwan,29
Iraq,Thailand,24
Iraq,Tunisia,3
Iraq,Turkey,68
Iraq,Ukraine,2
Iraq,United Arab Emirates,38
Iraq,United Kingdom,145
Iraq,United States,112
Iraq,Uzbekistan,1
Iraq,Vietnam,60
Iraq,Yemen,1
Iraq,Zambia,1
Ireland,Israel,26
Ireland,Italy,194
Ireland,Jamaica,2
Ireland,Japan,43
Ireland,Jordan,4
Ireland,Kazakhstan,1
Ireland,Latvia,3
Ireland,Lebanon,3
Ireland,Libya,1
Ireland,Lithuania,2
Ireland,Luxembourg,5
Ireland,Malaysia,20
Ireland,Mali,1
Ireland,Malta,5
Ireland,Mexico,24
Ireland,Montenegro,1
Ireland,Morocco,8
Ireland,Nepal,1
Ireland,Netherlands,161
Ireland,New Zealand,29
Ireland,Nigeria,9
Ireland,North Macedonia,5
Ireland,Norway,49
Ireland,Oman,1
Ireland,Pakistan,52
Ireland,Palestinian Territory,2
Ireland,Panama,1
Ireland,Peru,1
Ireland,Philippines,2
Ireland,Poland,34
Ireland,Portugal,29
Ireland,Qatar,6
Ireland,Romania,10
Ireland,Russia,29
Ireland,Saint Kitts and Nevis,3
Ireland,Saudi Arabia,39
Ireland,Senegal,1
Ireland,Serbia,10
Ireland,Singapore,44
Ireland,Slovakia,30
Ireland,Slovenia,11
Ireland,South Africa,23
Ireland,South Korea,44
Ireland,Spain,196
Ireland,Sri Lanka,3
Ireland,Sudan,2
Ireland,Sweden,78
Ireland,Switzerland,94
Ireland,Taiwan,13
Ireland,Thailand,4
Ireland,Tunisia,2
Ireland,Turkey,40
Ireland,Uganda,1
Ireland,Ukraine,2
Ireland,United Arab Emirates,10
Ireland,United Kingdom,647
Ireland,United States,931
Ireland,Uruguay,1
Ireland,Vietnam,28
Ireland,Yemen,7
Ireland,Zambia,1
Israel,Italy,239
Israel,Japan,84
Israel,Jordan,2
Israel,Kazakhstan,1
Israel,Kenya,2
Israel,Kuwait,1
Israel,Latvia,3
Israel,Lebanon,4
Israel,Libya,1
Israel,Lithuania,2
Israel,Luxembourg,6
Israel,Malaysia,5
Israel,Malta,4
Israel,Mexico,11
Israel,Morocco,3
Israel,Mozambique,4
Israel,Netherlands,162
Israel,New Zealand,18
Israel,Nigeria,1
Israel,North Macedonia,3
Israel,Norway,28
Israel,Oman,1
Israel,Pakistan,46
Israel,Palestinian Territory,1
Israel,Peru,2
Israel,Philippines,1
Israel,Poland,64
Israel,Portugal,30
Israel,Qatar,5
Israel,Romania,9
Israel,Russia,102
Israel,Saudi Arabia,23
Israel,Senegal,1
Israel,Serbia,15
Israel,Singapore,63
Israel,Slovakia,13
Israel,Slovenia,7
Israel,South Africa,21
Israel,South Korea,72
Israel,Spain,123
Israel,Sweden,61
Israel,Switzerland,245
Israel,Taiwan,33
Israel,Tanzania,1
Israel,Thailand,5
Israel,Tunisia,3
Israel,Turkey,45
Israel,Ukraine,7
Israel,United Arab Emirates,4
Israel,United Kingdom,694
Israel,United States,3918
Israel,Uruguay,8
Israel,Venezuela,1
Israel,Zimbabwe,1
Italy,Japan,443
Italy,Jordan,17
Italy,Kazakhstan,13
Italy,Kenya,11
Italy,Kosovo,1
Italy,Kuwait,3
Italy,Laos,3
Italy,Latvia,6
Italy,Lebanon,33
Italy,Libya,1
Italy,Liechtenstein,5
Italy,Lithuania,21
Italy,Luxembourg,46
Italy,Madagascar,2
Italy,Malaysia,84
Italy,Mali,3
Italy,Malta,20
Italy,Mauritius,1
Italy,Mexico,191
Italy,Moldova,1
Italy,Mongolia,4
Italy,Montenegro,9
Italy,Montserrat,2
Italy,Morocco,32
Italy,Mozambique,1
Italy,Myanmar,6
Italy,Nepal,3
Italy,Netherlands,892
Italy,New Zealand,57
Italy,Nigeria,20
Italy,North Korea,1
Italy,North Macedonia,10
Italy,Norway,247
Italy,Oman,16
Italy,Pakistan,125
Italy,Palestinian Territory,9
Italy,Panama,2
Italy,Paraguay,49
Italy,Peru,8
Italy,Philippines,9
Italy,Poland,276
Italy,Portugal,230
Italy,Qatar,27
Italy,Romania,87
Italy,Russia,202
Italy,Saint Kitts and Nevis,2
Italy,San Marino,1
Italy,Saudi Arabia,141
Italy,Senegal,1
Italy,Serbia,108
Italy,Singapore,244
Italy,Slovakia,65
Italy,Slovenia,110
Italy,South Africa,133
Italy,South Korea,213
Italy,Spain,1185
Italy,Sri Lanka,9
Italy,Svalbard and Jan Mayen,3
Italy,Sweden,505
Italy,Switzerland,1216
Italy,Syria,6
Italy,Taiwan,87
Italy,Tajikistan,1
Italy,Tanzania,2
Italy,Thailand,28
Italy,Tunisia,19
Italy,Turkey,158
Italy,Uganda,4
Italy,Ukraine,28
Italy,United Arab Emirates,79
Italy,United Kingdom,2714
Italy,United States,4944
Italy,Uruguay,4
Italy,Uzbekistan,8
Italy,Vatican,3
Italy,Venezuela,13
Italy,Vietnam,47
Italy,Yemen,5
Italy,Zimbabwe,4
Ivory Coast,Japan,1
Ivory Coast,Morocco,2
Ivory Coast,Netherlands,1
Ivory Coast,Papua New Guinea,1
Ivory Coast,Portugal,1
Ivory Coast,Senegal,2
Ivory Coast,South Africa,2
Ivory Coast,Spain,1
Ivory Coast,Sweden,1
Ivory Coast,Switzerland,3
Ivory Coast,Togo,2
Ivory Coast,United Kingdom,2
Ivory Coast,United States,4
Jamaica,Japan,1
Jamaica,Kenya,1
Jamaica,Mexico,2
Jamaica,Morocco,1
Jamaica,Nepal,2
Jamaica,Nicaragua,1
Jamaica,Nigeria,1
Jamaica,Norway,1
Jamaica,Pakistan,1
Jamaica,Paraguay,1
Jamaica,Poland,1
Jamaica,Saudi Arabia,1
Jamaica,Singapore,2
Jamaica,Sri Lanka,1
Jamaica,Sweden,1
Jamaica,Switzerland,1
Jamaica,Tanzania,1
Jamaica,Turkey,3
Jamaica,United Kingdom,6
Jamaica,United States,18
Japan,Jordan,14
Japan,Kazakhstan,7
Japan,Kenya,9
Japan,Kuwait,19
Japan,Kyrgyzstan,1
Japan,Laos,5
Japan,Latvia,7
Japan,Lebanon,6
Japan,Libya,2
Japan,Lithuania,3
Japan,Luxembourg,4
Japan,Malaysia,326
Japan,Mali,3
Japan,Mexico,156
Japan,Moldova,1
Japan,Mongolia,8
Japan,Morocco,3
Japan,Mozambique,1
Japan,Myanmar,29
Japan,Namibia,1
Japan,Nepal,11
Japan,Netherlands,269
Japan,New Zealand,146
Japan,Nigeria,20
Japan,North Macedonia,9
Japan,Norway,126
Japan,Oman,3
Japan,Pakistan,129
Japan,Palestinian Territory,2
Japan,Panama,2
Japan,Papua New Guinea,1
Japan,Peru,11
Japan,Philippines,309
Japan,Poland,183
Japan,Portugal,58
Japan,Qatar,13
Japan,Republic of the Congo,1
Japan,Reunion,1
Japan,Romania,36
Japan,Russia,204
Japan,Saint Kitts and Nevis,1
Japan,Saudi Arabia,114
Japan,Senegal,1
Japan,Serbia,24
Japan,Sierra Leone,1
Japan,Singapore,369
Japan,Slovakia,36
Japan,Slovenia,29
Japan,Solomon Islands,1
Japan,South Africa,34
Japan,South Korea,474
Japan,Spain,294
Japan,Sri Lanka,19
Japan,Sudan,4
Japan,Sweden,196
Japan,Switzerland,446
Japan,Syria,2
Japan,Taiwan,603
Japan,Tanzania,2
Japan,Thailand,343
Japan,Togo,1
Japan,Trinidad and Tobago,1
Japan,Tunisia,2
Japan,Turkey,100
Japan,Uganda,2
Japan,Ukraine,13
Japan,United Arab Emirates,29
Japan,United Kingdom,1491
Japan,United States,3853
Japan,Uruguay,1
Japan,Uzbekistan,24
Japan,Venezuela,3
Japan,Vietnam,291
Japan,Yemen,1
Japan,Zimbabwe,8
Jordan,Kazakhstan,3
Jordan,Kuwait,15
Jordan,Latvia,3
Jordan,Lebanon,4
Jordan,Libya,9
Jordan,Malaysia,95
Jordan,Mexico,7
Jordan,Morocco,5
Jordan,New Zealand,3
Jordan,Nigeria,3
Jordan,Oman,9
Jordan,Pakistan,38
Jordan,Palestinian Territory,20
Jordan,Poland,4
Jordan,Portugal,1
Jordan,Qatar,15
Jordan,Romania,11
Jordan,Russia,6
Jordan,Saudi Arabia,152
Jordan,Senegal,1
Jordan,Serbia,2
Jordan,Singapore,15
Jordan,Slovakia,1
Jordan,South Africa,4
Jordan,South Korea,11
Jordan,Spain,28
Jordan,Sudan,1
Jordan,Sweden,3
Jordan,Switzerland,2
Jordan,Syria,2
Jordan,Taiwan,7
Jordan,Thailand,3
Jordan,Tunisia,6
Jordan,Turkey,34
Jordan,Ukraine,4
Jordan,United Arab Emirates,168
Jordan,United Kingdom,96
Jordan,United States,255
Jordan,Uzbekistan,1
Jordan,Vietnam,11
Jordan,Yemen,8
Jordan,Zimbabwe,1
Kazakhstan,Kyrgyzstan,2
Kazakhstan,Latvia,1
Kazakhstan,Luxembourg,1
Kazakhstan,Malaysia,12
Kazakhstan,Mexico,3
Kazakhstan,Mozambique,6
Kazakhstan,Netherlands,4
Kazakhstan,New Zealand,1
Kazakhstan,Nigeria,2
Kazakhstan,Norway,3
Kazakhstan,Oman,2
Kazakhstan,Pakistan,15
Kazakhstan,Peru,2
Kazakhstan,Poland,18
Kazakhstan,Romania,3
Kazakhstan,Russia,42
Kazakhstan,Saudi Arabia,22
Kazakhstan,Serbia,1
Kazakhstan,Singapore,11
Kazakhstan,Slovakia,1
Kazakhstan,South Africa,1
Kazakhstan,South Korea,23
Kazakhstan,Spain,3
Kazakhstan,Sudan,1
Kazakhstan,Switzerland,2
Kazakhstan,Taiwan,8
Kazakhstan,Tajikistan,1
Kazakhstan,Thailand,1
Kazakhstan,Turkey,23
Kazakhstan,Uganda,1
Kazakhstan,Ukraine,22
Kazakhstan,United Arab Emirates,7
Kazakhstan,United Kingdom,18
Kazakhstan,United States,55
Kazakhstan,Uzbekistan,2
Kazakhstan,Vietnam,4
Kazakhstan,Zimbabwe,1
Kenya,Malawi,2
Kenya,Malaysia,1
Kenya,Mali,2
Kenya,Mauritius,1
Kenya,Mexico,7
Kenya,Morocco,1
Kenya,Mozambique,4
Kenya,Myanmar,1
Kenya,Nepal,1
Kenya,Netherlands,21
Kenya,New Zealand,6
Kenya,Nigeria,14
Kenya,Norway,4
Kenya,Oman,1
Kenya,Pakistan,5
Kenya,Peru,4
Kenya,Philippines,3
Kenya,Portugal,3
Kenya,Russia,3
Kenya,Rwanda,1
Kenya,Saudi Arabia,3
Kenya,Senegal,1
Kenya,Singapore,1
Kenya,South Africa,37
Kenya,South Korea,3
Kenya,Spain,4
Kenya,Sudan,7
Kenya,Sweden,7
Kenya,Switzerland,27
Kenya,Tanzania,25
Kenya,Thailand,4
Kenya,Trinidad and Tobago,1
Kenya,Turkey,2
Kenya,Uganda,14
Kenya,United Kingdom,60
Kenya,United States,121
Kenya,Uruguay,1
Kenya,Venezuela,1
Kenya,Zambia,3
Kenya,Zimbabwe,7
Kosovo,Latvia,1
Kosovo,Luxembourg,1
Kosovo,Montenegro,1
Kosovo,North Macedonia,3
Kosovo,Norway,3
Kosovo,Pakistan,2
Kosovo,Romania,1
Kosovo,Saudi Arabia,1
Kosovo,Serbia,24
Kosovo,South Korea,1
Kosovo,Sweden,1
Kosovo,Thailand,1
Kosovo,Turkey,1
Kosovo,United Arab Emirates,1
Kosovo,United States,2
Kosovo,Vietnam,1
Kuwait,Latvia,1
Kuwait,Lebanon,4
Kuwait,Libya,1
Kuwait,Malaysia,30
Kuwait,Mexico,2
Kuwait,Nepal,3
Kuwait,Netherlands,1
Kuwait,New Zealand,1
Kuwait,Nigeria,5
Kuwait,Norway,4
Kuwait,Oman,14
Kuwait,Pakistan,18
Kuwait,Palestinian Territory,3
Kuwait,Philippines,2
Kuwait,Poland,4
Kuwait,Portugal,1
Kuwait,Qatar,23
Kuwait,Russia,9
Kuwait,Saudi Arabia,23
Kuwait,Serbia,6
Kuwait,Singapore,5
Kuwait,Slovakia,2
Kuwait,South Africa,3
Kuwait,South Korea,5
Kuwait,Spain,6
Kuwait,Sweden,3
Kuwait,Switzerland,2
Kuwait,Syria,1
Kuwait,Taiwan,6
Kuwait,Thailand,3
Kuwait,Tunisia,13
Kuwait,Turkey,11
Kuwait,United Arab Emirates,23
Kuwait,United Kingdom,37
Kuwait,United States,146
Kuwait,Vietnam,13
Kuwait,Yemen,1
Kyrgyzstan,Pakistan,5
Kyrgyzstan,Russia,4
Kyrgyzstan,South Korea,3
Kyrgyzstan,Sweden,1
Kyrgyzstan,Turkey,2
Kyrgyzstan,United Kingdom,2
Kyrgyzstan,United States,2
Laos,Mexico,2
Laos,Nepal,1
Laos,Netherlands,12
Laos,New Zealand,1
Laos,Nigeria,1
Laos,North Macedonia,1
Laos,Norway,3
Laos,Philippines,1
Laos,Portugal,1
Laos,Romania,1
Laos,Serbia,1
Laos,Slovenia,3
Laos,Spain,3
Laos,Sweden,1
Laos,Tanzania,1
Laos,Thailand,4
Laos,Turkey,4
Laos,United Kingdom,9
Laos,United States,11
Laos,Uzbekistan,1
Laos,Venezuela,1
Laos,Vietnam,2
Latvia,Lithuania,5
Latvia,Luxembourg,1
Latvia,Malaysia,7
Latvia,Malta,1
Latvia,Mexico,1
Latvia,Morocco,1
Latvia,Netherlands,5
Latvia,New Zealand,2
Latvia,Norway,10
Latvia,Pakistan,9
Latvia,Philippines,7
Latvia,Poland,6
Latvia,Portugal,5
Latvia,Romania,2
Latvia,Russia,10
Latvia,Saudi Arabia,24
Latvia,Serbia,1
Latvia,Singapore,1
Latvia,Slovakia,1
Latvia,Slovenia,2
Latvia,South Korea,12
Latvia,Spain,4
Latvia,Sweden,11
Latvia,Switzerland,3
Latvia,Taiwan,2
Latvia,Tunisia,2
Latvia,Turkey,4
Latvia,Ukraine,2
Latvia,United Arab Emirates,9
Latvia,United Kingdom,19
Latvia,United States,98
Latvia,Uruguay,1
Latvia,Vietnam,2
Latvia,Yemen,1
Lebanon,Luxembourg,3
Lebanon,Malaysia,6
Lebanon,Mexico,2
Lebanon,Morocco,2
Lebanon,Nepal,1
Lebanon,Netherlands,8
Lebanon,New Zealand,6
Lebanon,Nigeria,4
Lebanon,Norway,1
Lebanon,Oman,5
Lebanon,Pakistan,12
Lebanon,Palestinian Territory,1
Lebanon,Peru,1
Lebanon,Philippines,1
Lebanon,Poland,1
Lebanon,Portugal,4
Lebanon,Qatar,28
Lebanon,Reunion,2
Lebanon,Romania,1
Lebanon,Russia,1
Lebanon,Saudi Arabia,18
Lebanon,Senegal,1
Lebanon,Serbia,2
Lebanon,Singapore,2
Lebanon,South Africa,5
Lebanon,South Korea,15
Lebanon,Spain,22
Lebanon,Sudan,1
Lebanon,Sweden,2
Lebanon,Switzerland,10
Lebanon,Syria,1
Lebanon,Taiwan,5
Lebanon,Tanzania,1
Lebanon,Thailand,1
Lebanon,Tunisia,2
Lebanon,Turkey,9
Lebanon,Ukraine,1
Lebanon,United Arab Emirates,34
Lebanon,United Kingdom,35
Lebanon,United States,171
Lebanon,Vietnam,4
Lebanon,Yemen,5
Lesotho,South Africa,3
Liberia,Malaysia,1
Liberia,Poland,1
Libya,Malaysia,15
Libya,Netherlands,1
Libya,New Zealand,1
Libya,Nigeria,2
Libya,Norway,1
Libya,Pakistan,1
Libya,Palestinian Territory,2
Libya,Poland,1
Libya,Portugal,1
Libya,Romania,1
Libya,Saudi Arabia,5
Libya,Singapore,1
Libya,Spain,1
Libya,Switzerland,2
Libya,Turkey,4
Libya,United Arab Emirates,2
Libya,United Kingdom,16
Libya,United States,10
Libya,Vietnam,1
Liechtenstein,Switzerland,7
Liechtenstein,United Kingdom,1
Liechtenstein,United States,4
Lithuania,Luxembourg,1
Lithuania,Malaysia,4
Lithuania,Malta,1
Lithuania,Montenegro,2
Lithuania,Morocco,1
Lithuania,Netherlands,12
Lithuania,Nigeria,24
Lithuania,Norway,18
Lithuania,Pakistan,15
Lithuania,Palestinian Territory,2
Lithuania,Philippines,1
Lithuania,Poland,74
Lithuania,Portugal,7
Lithuania,Qatar,1
Lithuania,Romania,5
Lithuania,Russia,14
Lithuania,Saudi Arabia,6
Lithuania,Serbia,6
Lithuania,Slovenia,6
Lithuania,South Africa,4
Lithuania,South Korea,1
Lithuania,Spain,25
Lithuania,Sweden,193
Lithuania,Switzerland,11
Lithuania,Taiwan,4
Lithuania,Thailand,1
Lithuania,Tunisia,1
Lithuania,Turkey,9
Lithuania,Ukraine,2
Lithuania,United Kingdom,54
Lithuania,United States,41
Luxembourg,Malaysia,1
Luxembourg,Mexico,6
Luxembourg,Morocco,1
Luxembourg,Mozambique,1
Luxembourg,Netherlands,32
Luxembourg,New Zealand,2
Luxembourg,Nigeria,2
Luxembourg,Norway,5
Luxembourg,Pakistan,11
Luxembourg,Poland,10
Luxembourg,Portugal,2
Luxembourg,Qatar,2
Luxembourg,Republic of the Congo,1
Luxembourg,Romania,6
Luxembourg,Russia,6
Luxembourg,Saudi Arabia,4
Luxembourg,Serbia,3
Luxembourg,Singapore,20
Luxembourg,Slovakia,1
Luxembourg,Slovenia,8
Luxembourg,South Africa,4
Luxembourg,South Korea,27
Luxembourg,Spain,26
Luxembourg,Sweden,19
Luxembourg,Switzerland,42
Luxembourg,Taiwan,8
Luxembourg,Thailand,2
Luxembourg,Tunisia,1
Luxembourg,Turkey,7
Luxembourg,Ukraine,1
Luxembourg,United Kingdom,83
Luxembourg,United States,109
Luxembourg,Vietnam,12
Luxembourg,Yemen,1
Madagascar,Mexico,1
Madagascar,Peru,1
Madagascar,Portugal,1
Madagascar,Reunion,1
Madagascar,Senegal,1
Madagascar,Spain,1
Madagascar,Switzerland,4
Madagascar,Turkey,1
Madagascar,Ukraine,1
Madagascar,United Kingdom,2
Madagascar,United States,3
Malawi,Mauritius,1
Malawi,Myanmar,1
Malawi,Nigeria,1
Malawi,Pakistan,1
Malawi,South Africa,4
Malawi,Spain,1
Malawi,Switzerland,1
Malawi,Uganda,2
Malawi,United Kingdom,9
Malawi,United States,12
Malaysia,Mexico,12
Malaysia,Morocco,6
Malaysia,Mozambique,1
Malaysia,Myanmar,9
Malaysia,Nepal,13
Malaysia,Netherlands,62
Malaysia,New Zealand,56
Malaysia,Nigeria,153
Malaysia,North Macedonia,2
Malaysia,Norway,34
Malaysia,Oman,64
Malaysia,Pakistan,534
Malaysia,Palestinian Territory,24
Malaysia,Papua New Guinea,3
Malaysia,Peru,2
Malaysia,Philippines,16
Malaysia,Poland,25
Malaysia,Portugal,21
Malaysia,Qatar,45
Malaysia,Romania,12
Malaysia,Russia,34
Malaysia,Saudi Arabia,548
Malaysia,Senegal,2
Malaysia,Serbia,38
Malaysia,Singapore,264
Malaysia,Slovakia,4
Malaysia,Slovenia,1
Malaysia,Somalia,2
Malaysia,South Africa,14
Malaysia,South Korea,178
Malaysia,Spain,51
Malaysia,Sri Lanka,14
Malaysia,Sudan,30
Malaysia,Sweden,35
Malaysia,Switzerland,17
Malaysia,Syria,1
Malaysia,Taiwan,119
Malaysia,Tanzania,1
Malaysia,Thailand,51
Malaysia,Togo,1
Malaysia,Tunisia,9
Malaysia,Turkey,103
Malaysia,Uganda,2
Malaysia,Ukraine,7
Malaysia,United Arab Emirates,179
Malaysia,United Kingdom,590
Malaysia,United States,658
Malaysia,Uruguay,1
Malaysia,Uzbekistan,1
Malaysia,Vietnam,177
Malaysia,Yemen,70
Malaysia,Zambia,4
Malaysia,Zimbabwe,5
Mali,Mexico,3
Mali,Mozambique,1
Mali,Netherlands,4
Mali,Nigeria,2
